1;28.84
2;28.35
3;28.35
4;28.35
5;28.84
6;28.35
7;28.84
8;28.84
9;28.35
10;28.35
11;28.84
12;28.35
13;28.35
14;28.35
15;28.35
16;28.35
17;28.35
18;28.84
19;28.84
20;29.33
21;29.33
22;29.33
23;29.33
24;29.81
25;29.81
26;30.79
27;30.30
28;30.79
29;30.79
30;31.28
31;31.77
32;31.28
33;32.26
34;32.26
35;32.26
36;33.24
37;32.75
38;33.72
39;33.72
40;34.70
41;34.70
42;34.70
43;34.70
44;35.19
45;35.68
46;35.19
47;36.17
48;36.17
49;36.17
50;36.66
51;36.17
52;37.63
53;37.15
54;38.12
55;38.61
56;38.61
57;38.61
58;39.10
59;39.59
60;40.08
61;38.61
62;39.59
63;39.59
64;40.08
65;40.57
66;40.57
67;41.54
68;41.54
69;42.03
70;42.03
71;42.03
72;42.52
73;43.01
74;42.52
75;43.01
76;43.01
77;43.50
78;43.50
79;43.99
80;44.48
81;43.99
82;44.97
83;44.48
84;44.97
85;44.97
86;45.45
87;45.45
88;45.94
89;47.41
90;46.43
91;46.92
92;46.92
93;46.92
94;46.92
95;47.41
96;47.90
97;48.39
98;47.90
99;48.88
100;49.36
101;47.90
102;48.39
103;48.39
104;48.88
105;49.36
106;48.88
107;49.85
108;49.36
109;50.34
110;50.34
111;50.34
112;50.34
113;50.83
114;50.83
115;50.83
116;50.83
117;51.32
118;51.32
119;51.32
120;51.81
121;51.32
122;51.32
123;51.81
124;51.32
125;51.32
126;51.81
127;51.81
128;51.81
129;51.32
130;51.32
131;51.81
132;51.81
133;51.32
134;51.32
135;51.32
136;50.83
137;51.32
138;50.83
139;50.83
140;50.83
141;50.83
142;50.34
143;50.34
144;49.85
145;50.34
146;49.36
147;49.36
148;49.85
149;49.85
150;49.36
151;49.36
152;49.36
153;48.88
154;48.88
155;48.88
156;48.39
157;48.39
158;48.39
159;48.88
160;48.39
161;48.39
162;48.39
163;48.39
164;48.39
165;47.90
166;47.41
167;36.17
168;48.39
169;48.39
170;48.39
171;48.88
172;48.39
173;48.39
174;47.90
175;48.39
176;48.39
177;48.88
178;48.88
179;48.88
180;48.88
181;48.88
182;48.88
183;47.90
184;48.88
185;48.88
186;48.39
187;48.88
188;49.36
189;49.36
190;48.88
191;48.88
192;48.88
193;49.85
194;49.85
195;49.36
196;48.88
197;49.36
198;49.85
199;49.36
200;49.85
201;49.85
202;49.85
203;49.85
204;49.85
205;50.34
206;49.85
207;49.85
208;50.34
209;49.85
210;50.34
211;49.85
212;50.34
213;50.34
214;49.85
215;49.85
216;49.85
217;50.34
218;50.34
219;49.85
220;49.85
221;50.34
222;49.36
223;49.36
224;49.85
225;48.88
226;49.36
227;48.88
228;48.88
229;48.39
230;48.39
231;48.39
232;48.39
233;48.39
234;47.41
235;47.90
236;47.41
237;47.90
238;48.88
239;48.39
240;47.90
241;47.90
242;48.39
243;48.39
244;48.39
245;47.90
246;48.39
247;48.88
248;48.39
249;48.39
250;48.39
251;48.39
252;48.88
253;48.39
254;48.88
255;48.88
256;49.36
257;48.39
258;47.90
259;47.90
260;48.39
261;48.39
262;48.88
263;48.88
264;48.88
265;48.39
266;48.88
267;48.39
268;48.88
269;48.39
270;48.39
271;47.90
272;47.90
273;47.90
274;47.90
275;47.90
276;48.39
277;47.90
278;47.90
279;47.90
280;47.41
281;47.90
282;49.85
283;46.92
284;48.88
285;48.39
286;48.39
287;48.39
288;48.39
289;48.88
290;48.39
291;49.36
292;48.88
293;48.88
294;48.88
295;48.88
296;48.88
297;48.88
298;48.88
299;48.88
300;49.85
301;49.85
302;49.36
303;49.85
304;49.85
305;49.85
306;50.34
307;50.34
308;51.32
309;50.83
310;51.32
311;51.32
312;51.32
313;51.81
314;51.32
315;51.81
316;52.79
317;52.79
318;52.79
319;52.79
320;53.27
321;53.27
322;53.76
323;53.76
324;54.25
325;54.74
326;54.25
327;54.74
328;55.23
329;55.23
330;55.23
331;56.70
332;56.21
333;56.21
334;56.70
335;56.70
336;57.18
337;57.67
338;58.16
339;58.16
340;57.67
341;58.65
342;58.16
343;59.14
344;58.65
345;59.14
346;60.12
347;60.12
348;60.12
349;60.61
350;61.09
351;61.09
352;61.09
353;61.09
354;61.58
355;61.58
356;62.56
357;62.56
358;62.56
359;62.56
360;62.56
361;63.54
362;63.54
363;63.54
364;64.03
365;64.03
366;64.52
367;65.00
368;65.00
369;65.49
370;65.49
371;65.49
372;65.98
373;66.47
374;66.47
375;66.96
376;66.96
377;67.45
378;67.45
379;67.45
380;67.94
381;68.43
382;68.43
383;68.91
384;68.91
385;69.40
386;69.40
387;69.40
388;69.89
389;69.89
390;69.89
391;70.38
392;71.36
393;70.87
394;71.85
395;71.36
396;71.85
397;71.85
398;71.85
399;72.34
400;71.85
401;72.34
402;72.83
403;73.31
404;73.80
405;73.80
406;74.29
407;74.29
408;74.78
409;74.29
410;74.78
411;74.78
412;75.27
413;75.27
414;75.76
415;75.76
416;75.27
417;75.76
418;75.76
419;76.25
420;76.74
421;76.25
422;76.74
423;77.22
424;77.22
425;77.22
426;76.74
427;77.22
428;77.22
