1;28.84
2;28.84
3;28.84
4;28.84
5;28.35
6;28.84
7;28.84
8;28.35
9;28.35
10;28.84
11;28.84
12;28.35
13;28.35
14;28.35
15;28.35
16;28.35
17;28.35
18;28.35
19;28.35
20;28.35
21;28.35
22;28.84
23;28.35
24;28.35
25;28.84
26;28.84
27;28.35
28;29.33
29;28.84
30;28.84
31;30.30
32;29.81
33;29.81
34;30.30
35;30.79
36;30.79
37;31.28
38;31.77
39;31.77
40;31.77
41;31.77
42;32.75
43;32.26
44;32.75
45;32.75
46;33.24
47;33.72
48;33.72
49;33.72
50;34.70
51;34.70
52;34.70
53;35.19
54;35.19
55;35.19
56;36.17
57;36.17
58;36.17
59;37.15
60;36.66
61;37.15
62;37.15
63;37.63
64;38.12
65;38.12
66;38.12
67;38.12
68;39.10
69;39.10
70;39.59
71;39.59
72;39.59
73;40.08
74;40.57
75;41.06
76;40.57
77;41.06
78;41.54
79;41.54
80;42.03
81;42.52
82;42.52
83;42.52
84;43.01
85;43.01
86;43.50
87;43.50
88;43.50
89;43.99
90;44.48
91;44.48
92;44.48
93;44.97
94;44.97
95;45.45
96;45.45
97;45.94
98;46.43
99;45.94
100;46.43
101;46.92
102;47.41
103;47.41
104;47.41
105;47.90
106;47.90
107;47.90
108;48.39
109;48.88
110;48.88
111;47.90
112;48.39
113;48.39
114;48.88
115;48.88
116;48.88
117;49.36
118;48.88
119;49.36
120;49.85
121;49.85
122;49.85
123;49.85
124;49.85
125;50.34
126;49.36
127;49.85
128;49.85
129;48.88
130;49.85
131;49.85
132;49.36
133;49.36
134;49.36
135;49.36
136;49.36
137;48.88
138;48.88
139;48.39
140;48.88
141;48.39
142;48.39
143;47.90
144;48.39
145;48.39
146;47.90
147;47.90
148;47.90
149;37.63
150;50.83
151;50.83
152;46.92
153;43.50
154;47.90
155;48.39
156;47.90
157;47.90
158;48.39
159;48.39
160;48.88
161;48.39
162;48.39
163;48.39
164;48.39
165;47.90
166;48.88
167;48.39
168;48.39
169;48.88
170;48.88
171;48.39
172;48.39
173;48.39
174;47.90
175;48.88
176;48.39
177;48.39
178;49.85
179;48.88
180;49.36
181;49.36
182;49.36
183;48.88
184;48.88
185;49.36
186;49.36
187;49.36
188;49.85
189;49.36
190;49.85
191;49.36
192;49.85
193;49.85
194;49.36
195;49.36
196;49.85
197;49.36
198;49.36
199;49.85
200;49.36
201;49.36
202;48.88
203;48.88
204;49.36
205;49.36
206;49.85
207;48.88
208;49.36
209;49.36
210;49.36
211;49.36
212;49.36
213;48.88
214;48.88
215;49.36
216;48.88
217;48.39
218;48.88
219;48.88
220;48.88
221;48.39
222;48.88
223;48.39
224;48.39
225;48.88
226;49.85
227;49.36
228;49.36
229;49.36
230;49.36
231;49.36
232;48.88
233;49.36
234;48.88
235;49.36
236;49.36
237;49.36
238;49.85
239;49.36
240;49.36
241;49.85
242;49.85
243;49.85
244;49.85
245;50.34
246;50.34
247;50.83
